Sr.no,Trial.no,ppid,Distance,Grasp.size,Base.hole,Hand,Status,Object,RT,MT_to_obj,MT_obj_to_tar,Total_MT
1,1,1,30cm,small,large,Right,Done,A,2231,2025,4256,6281
2,2,1,30cm,large,small,Right,Done,B,1796,2430,4226,6656
3,3,1,30cm,small,small,Right,Done,C,1259,2342,3601,5943
4,4,1,30cm,large,large,Right,Done,D,1348,2831,4179,7010
5,5,1,30cm,small,large,Right,Done,A,1088,1730,2818,4548
6,6,1,30cm,large,small,Right,Done,B,1023,2227,3250,5477
7,7,1,30cm,small,small,Right,Done,C,1165,2024,3189,5213
8,8,1,30cm,large,large,Right,Done,D,1396,2029,3425,5454
9,9,1,30cm,small,large,Right,Done,A,1555,1627,3182,4809
10,10,1,30cm,large,small,Right,Done,B,1075,1824,2899,4723
11,11,1,30cm,large,small,Right,Done,B,996,1828,2824,4652
12,12,1,30cm,small,small,Right,Done,C,1195,2025,3220,5245
13,13,1,30cm,large,large,Right,Done,D,2025,2235,4260,6495
14,14,1,30cm,small,large,Right,Done,A,1103,1421,2524,3945
15,15,1,30cm,large,small,Right,Done,B,796,1823,2619,4442
16,16,1,30cm,small,small,Right,Done,C,706,1823,2529,4352
17,17,1,30cm,large,small,Right,Done,D,1100,3442,4542,7984
18,18,1,30cm,small,large,Right,Done,A,923,1421,2344,3765
19,19,1,30cm,large,small,Right,Done,B,1136,1420,2556,3976
20,20,1,30cm,small,small,Right,Done,C,809,1826,2635,4461
21,21,1,30cm,small,small,Right,Done,C,1009,2028,3037,5065
22,22,1,30cm,large,large,Right,Done,D,899,1823,2722,4545
23,23,1,30cm,small,large,Right,Done,A,859,1621,2480,4101
24,24,1,30cm,large,small,Right,Done,B,1601,1829,3430,5259
25,25,1,30cm,small,small,Right,Done,C,929,1626,2555,4181
26,26,1,30cm,large,large,Right,Done,D,1085,1620,2705,4325
27,27,1,30cm,small,large,Right,Done,A,1024,1621,2645,4266
28,28,1,30cm,large,small,Right,Done,B,898,2431,3329,5760
29,29,1,30cm,small,small,Right,Done,C,1017,1420,2437,3857
30,30,1,30cm,large,large,Right,Done,D,1010,1634,2644,4278
31,31,1,30cm,large,large,Right,Done,D,854,1627,2481,4108
32,32,1,30cm,small,large,Right,Done,A,1098,1623,2721,4344
33,33,1,30cm,large,small,Right,Done,B,855,1623,2478,4101
34,34,1,30cm,small,small,Right,Done,C,916,1420,2336,3756
35,35,1,30cm,large,large,Right,Done,D,1191,2225,3416,5641
36,36,1,30cm,small,large,Right,Done,A,1596,1624,3220,4844
37,37,1,30cm,large,small,Right,Done,B,1095,1822,2917,4739
38,38,1,30cm,small,small,Right,Done,C,992,2027,3019,5046
39,39,1,30cm,large,large,Right,Done,D,1079,2427,3506,5933
40,40,1,30cm,small,large,Right,Done,A,1235,1823,3058,4881
41,41,1,30cm,small,large,Left,Done,A,915,2230,3145,5375
42,42,1,30cm,large,small,Left,Done,B,1289,1619,2908,4527
43,43,1,30cm,small,small,Left,Done,C,962,2428,3390,5818
44,44,1,30cm,large,large,Left,Done,D,917,2023,2940,4963
45,45,1,30cm,small,large,Left,Done,A,920,2023,2943,4966
46,46,1,30cm,large,small,Left,Done,B,1137,2226,3363,5589
47,47,1,30cm,small,small,Left,Done,C,1130,2027,3157,5184
48,48,1,30cm,large,large,Left,Done,D,1206,2023,3229,5252
49,49,1,30cm,small,large,Left,Done,A,1204,2029,3233,5262
50,50,1,30cm,large,small,Left,Done,B,922,2228,3150,5378
51,51,1,30cm,large,small,Left,Done,B,842,2032,2874,4906
52,52,1,30cm,small,small,Left,Done,C,1133,2438,3571,6009
53,53,1,30cm,large,large,Left,Done,D,946,2225,3171,5396
54,54,1,30cm,small,large,Left,Done,A,1067,2029,3096,5125
55,55,1,30cm,large,small,Left,Done,B,1147,1627,2774,4401
56,56,1,30cm,small,small,Left,Done,C,1188,1826,3014,4840
57,57,1,30cm,large,small,Left,Done,D,1630,1623,3253,4876
58,58,1,30cm,small,large,Left,Done,A,854,2229,3083,5312
59,59,1,30cm,large,small,Left,Done,B,1697,1822,3519,5341
60,60,1,30cm,small,small,Left,Done,C,1021,1707,2728,4435
61,61,1,30cm,small,small,Left,Done,C,946,1827,2773,4600
62,62,1,30cm,large,large,Left,Done,D,781,1622,2403,4025
63,63,1,30cm,small,large,Left,Done,A,1341,1830,3171,5001
64,64,1,30cm,large,small,Left,Done,B,857,2026,2883,4909
65,65,1,30cm,small,small,Left,Done,C,1017,2025,3042,5067
66,66,1,30cm,large,large,Left,Done,D,744,1824,2568,4392
67,67,1,30cm,small,large,Left,Done,A,865,1822,2687,4509
68,68,1,30cm,large,small,Left,Done,B,1540,1823,3363,5186
69,69,1,30cm,small,small,Left,Done,C,777,1826,2603,4429
70,70,1,30cm,large,large,Left,Done,D,987,2231,3218,5449
71,71,1,30cm,large,large,Left,Done,D,900,2027,2927,4954
72,72,1,30cm,small,large,Left,Done,A,793,2228,3021,5249
73,73,1,30cm,large,small,Left,Done,B,1091,2023,3114,5137
74,74,1,30cm,small,small,Left,Done,C,873,2229,3102,5331
75,75,1,30cm,large,large,Left,Done,D,1116,2632,3748,6380
76,76,1,30cm,small,large,Left,Done,A,953,2228,3181,5409
77,77,1,30cm,large,small,Left,Done,B,843,1824,2667,4491
78,78,1,30cm,small,small,Left,Done,C,812,2023,2835,4858
79,79,1,30cm,large,large,Left,Done,D,1585,2025,3610,5635
80,80,1,30cm,small,large,Left,Done,A,1221,2024,3245,5269
81,1,2,30cm,small,large,Right,Done,A,811,2229,3040,5269
82,2,2,30cm,large,small,Right,Done,B,732,1824,2556,4380
83,3,2,30cm,small,small,Right,Done,C,614,1621,2235,3856
84,4,2,30cm,large,large,Right,Done,D,659,1624,2283,3907
85,5,2,30cm,small,large,Right,Done,A,587,1218,1805,3023
86,6,2,30cm,large,small,Right,Done,B,652,1418,2070,3488
87,7,2,30cm,small,small,Right,Done,C,663,1420,2083,3503
88,8,2,30cm,large,large,Right,Done,D,705,1622,2327,3949
89,9,2,30cm,small,large,Right,Done,A,690,1621,2311,3932
90,10,2,30cm,large,small,Right,Done,B,691,5660,6351,12011
91,11,2,30cm,large,small,Right,Done,B,642,2022,2664,4686
92,12,2,30cm,small,small,Right,Done,C,758,1222,1980,3202
93,13,2,30cm,large,large,Right,Done,D,759,2431,3190,5621
94,14,2,30cm,small,large,Right,Done,A,755,1623,2378,4001
95,15,2,30cm,large,small,Right,Done,B,577,1216,1793,3009
96,16,2,30cm,small,small,Right,Done,C,649,1627,2276,3903
97,17,2,30cm,large,small,Right,Done,D,888,1218,2106,3324
98,18,2,30cm,small,large,Right,Done,A,603,4246,4849,9095
99,19,2,30cm,large,small,Right,Done,B,845,1619,2464,4083
100,20,2,30cm,small,small,Right,Done,C,1046,1831,2877,4708
101,21,2,30cm,small,small,Right,Done,C,609,1623,2232,3855
102,22,2,30cm,large,large,Right,Done,D,901,2027,2928,4955
103,23,2,30cm,small,large,Right,Done,A,829,1824,2653,4477
104,24,2,30cm,large,small,Right,Done,B,740,2022,2762,4784
105,25,2,30cm,small,small,Right,Done,C,660,1418,2078,3496
106,26,2,30cm,large,large,Right,Done,D,660,1421,2081,3502
107,27,2,30cm,small,large,Right,Done,A,705,1424,2129,3553
108,28,2,30cm,large,small,Right,Done,B,809,1621,2430,4051
109,29,2,30cm,small,small,Right,Done,C,724,1626,2350,3976
110,30,2,30cm,large,large,Right,Done,D,775,1421,2196,3617
111,31,2,30cm,large,large,Right,Done,D,665,1425,2090,3515
112,32,2,30cm,small,large,Right,Done,A,717,2024,2741,4765
113,33,2,30cm,large,small,Right,Done,B,615,1421,2036,3457
114,34,2,30cm,small,small,Right,Done,C,825,1624,2449,4073
115,35,2,30cm,large,large,Right,Done,D,863,1620,2483,4103
116,36,2,30cm,small,large,Right,Done,A,1378,2025,3403,5428
117,37,2,30cm,large,small,Right,Done,B,961,2028,2989,5017
118,38,2,30cm,small,small,Right,Done,C,681,1620,2301,3921
119,39,2,30cm,large,large,Right,Done,D,762,2028,2790,4818
120,40,2,30cm,small,large,Right,Done,A,644,2025,2669,4694
121,41,2,30cm,small,large,Left,Done,A,820,1626,2446,4072
122,42,2,30cm,large,small,Left,Done,B,868,2029,2897,4926
123,43,2,30cm,small,small,Left,Done,C,862,2023,2885,4908
124,44,2,30cm,large,large,Left,Done,D,707,1824,2531,4355
125,45,2,30cm,small,large,Left,Done,A,723,2032,2755,4787
126,46,2,30cm,large,small,Left,Done,B,771,1626,2397,4023
127,47,2,30cm,small,small,Left,Done,C,615,1827,2442,4269
128,48,2,30cm,large,large,Left,Done,D,764,5054,5818,10872
129,49,2,30cm,small,large,Left,Done,A,1257,2431,3688,6119
130,50,2,30cm,large,small,Left,Done,B,752,2228,2980,5208
131,51,2,30cm,large,small,Left,Done,B,540,2229,2769,4998
132,52,2,30cm,small,small,Left,Done,C,1134,2430,3564,5994
133,53,2,30cm,large,large,Left,Done,D,718,2225,2943,5168
134,54,2,30cm,small,large,Left,Done,A,676,1821,2497,4318
135,55,2,30cm,large,small,Left,Done,B,535,1628,2163,3791
136,56,2,30cm,small,small,Left,Done,C,642,1831,2473,4304
137,57,2,30cm,large,small,Left,Done,D,827,2428,3255,5683
138,58,2,30cm,small,large,Left,Done,A,747,1823,2570,4393
139,59,2,30cm,large,small,Left,Done,B,692,1827,2519,4346
140,60,2,30cm,small,small,Left,Done,C,621,1419,2040,3459
141,61,2,30cm,small,small,Left,Done,C,810,2229,3039,5268
142,62,2,30cm,large,large,Left,Done,D,534,2226,2760,4986
143,63,2,30cm,small,large,Left,Done,A,596,1822,2418,4240
144,64,2,30cm,large,small,Left,Done,B,611,1623,2234,3857
145,65,2,30cm,small,small,Left,Done,C,697,2024,2721,4745
146,66,2,30cm,large,large,Left,Done,D,859,1825,2684,4509
147,67,2,30cm,small,large,Left,Done,A,737,1820,2557,4377
148,68,2,30cm,large,small,Left,Done,B,717,1620,2337,3957
149,69,2,30cm,small,small,Left,Done,C,779,2022,2801,4823
150,70,2,30cm,large,large,Left,Done,D,1006,3033,4039,7072
151,71,2,30cm,large,large,Left,Done,D,550,1619,2169,3788
152,72,2,30cm,small,large,Left,Done,A,843,1827,2670,4497
153,73,2,30cm,large,small,Left,Done,B,1294,2027,3321,5348
154,74,2,30cm,small,small,Left,Done,C,889,1823,2712,4535
155,75,2,30cm,large,large,Left,Done,D,863,2229,3092,5321
156,76,2,30cm,small,large,Left,Done,A,862,2243,3105,5348
157,77,2,30cm,large,small,Left,Done,B,942,2225,3167,5392
158,78,2,30cm,small,small,Left,Done,C,755,1827,2582,4409
159,79,2,30cm,large,large,Left,Done,D,913,1624,2537,4161
160,80,2,30cm,small,large,Left,Done,A,596,1619,2215,3834
161,1,3,30cm,small,large,Right,Done,A,1791,2022,3813,5835
162,2,3,30cm,large,small,Right,Done,B,826,1621,2447,4068
163,3,3,30cm,small,small,Right,Done,C,4361,1628,5989,7617
164,4,3,30cm,large,large,Right,Done,D,981,1820,2801,4621
165,5,3,30cm,small,large,Right,Done,A,913,1627,2540,4167
166,6,3,30cm,large,small,Right,Done,B,900,2027,2927,4954
167,7,3,30cm,small,small,Right,Done,C,956,1620,2576,4196
168,8,3,30cm,large,large,Right,Done,D,925,1825,2750,4575
169,9,3,30cm,small,large,Right,Done,A,891,1417,2308,3725
170,10,3,30cm,large,small,Right,Done,B,946,1821,2767,4588
171,11,3,30cm,large,small,Right,Done,B,830,1622,2452,4074
172,12,3,30cm,small,small,Right,Done,C,926,2435,3361,5796
173,13,3,30cm,large,large,Right,Done,D,874,1826,2700,4526
174,14,3,30cm,small,large,Right,Done,A,1178,2025,3203,5228
175,15,3,30cm,large,small,Right,Done,B,641,1826,2467,4293
176,16,3,30cm,small,small,Right,Done,C,795,1627,2422,4049
177,17,3,30cm,large,small,Right,Done,D,808,1418,2226,3644
178,18,3,30cm,small,large,Right,Done,A,685,1621,2306,3927
179,19,3,30cm,large,small,Right,Done,B,759,1420,2179,3599
180,20,3,30cm,small,small,Right,Done,C,790,1625,2415,4040
181,21,3,30cm,small,small,Right,Done,C,731,1826,2557,4383
182,22,3,30cm,large,large,Right,Done,D,740,1823,2563,4386
183,23,3,30cm,small,large,Right,Done,A,628,1830,2458,4288
184,24,3,30cm,large,small,Right,Done,B,940,1626,2566,4192
185,25,3,30cm,small,small,Right,Done,C,782,1620,2402,4022
186,26,3,30cm,large,large,Right,Done,D,837,1620,2457,4077
187,27,3,30cm,small,large,Right,Done,A,630,1628,2258,3886
188,28,3,30cm,large,small,Right,Done,B,787,2023,2810,4833
189,29,3,30cm,small,small,Right,Done,C,785,1418,2203,3621
190,30,3,30cm,large,large,Right,Done,D,803,1623,2426,4049
191,31,3,30cm,large,large,Right,Done,D,755,1620,2375,3995
192,32,3,30cm,small,large,Right,Done,A,794,1624,2418,4042
193,33,3,30cm,large,small,Right,Done,B,2728,1218,3946,5164
194,34,3,30cm,small,small,Right,Done,C,816,1419,2235,3654
195,35,3,30cm,large,large,Right,Done,D,1192,1620,2812,4432
196,36,3,30cm,small,large,Right,Done,A,1039,2026,3065,5091
197,37,3,30cm,large,small,Right,Done,B,904,1822,2726,4548
198,38,3,30cm,small,small,Right,Done,C,1066,1621,2687,4308
199,39,3,30cm,large,large,Right,Done,D,959,1824,2783,4607
200,40,3,30cm,small,large,Right,Done,A,758,1824,2582,4406
201,41,3,30cm,small,large,Left,Done,A,831,1827,2658,4485
202,42,3,30cm,large,small,Left,Done,B,902,2226,3128,5354
203,43,3,30cm,small,small,Left,Done,C,921,2031,2952,4983
204,44,3,30cm,large,large,Left,Done,D,915,1824,2739,4563
205,45,3,30cm,small,large,Left,Done,A,853,2231,3084,5315
206,46,3,30cm,large,small,Left,Done,B,1288,1824,3112,4936
207,47,3,30cm,small,small,Left,Done,C,788,1829,2617,4446
208,48,3,30cm,large,large,Left,Done,D,979,2029,3008,5037
209,49,3,30cm,small,large,Left,Done,A,1178,2227,3405,5632
210,50,3,30cm,large,small,Left,Done,B,1068,2023,3091,5114
211,51,3,30cm,large,small,Left,Done,B,917,1620,2537,4157
212,52,3,30cm,small,small,Left,Done,C,905,2026,2931,4957
213,53,3,30cm,large,large,Left,Done,D,816,1823,2639,4462
214,54,3,30cm,small,large,Left,Done,A,884,2026,2910,4936
215,55,3,30cm,large,small,Left,Done,B,983,2024,3007,5031
216,56,3,30cm,small,small,Left,Done,C,953,2023,2976,4999
217,57,3,30cm,large,small,Left,Done,D,1278,1824,3102,4926
218,58,3,30cm,small,large,Left,Done,A,749,1825,2574,4399
219,59,3,30cm,large,small,Left,Done,B,774,2026,2800,4826
220,60,3,30cm,small,small,Left,Done,C,951,2026,2977,5003
221,61,3,30cm,small,small,Left,Done,C,964,1825,2789,4614
222,62,3,30cm,large,large,Left,Done,D,861,1827,2688,4515
223,63,3,30cm,small,large,Left,Done,A,1089,1625,2714,4339
224,64,3,30cm,large,small,Left,Done,B,894,2028,2922,4950
225,65,3,30cm,small,small,Left,Done,C,835,1824,2659,4483
226,66,3,30cm,large,large,Left,Done,D,896,2429,3325,5754
227,67,3,30cm,small,large,Left,Done,A,1549,1830,3379,5209
228,68,3,30cm,large,small,Left,Done,B,1028,1622,2650,4272
229,69,3,30cm,small,small,Left,Done,C,746,1832,2578,4410
230,70,3,30cm,large,large,Left,Done,D,803,2030,2833,4863
231,71,3,30cm,large,large,Left,Done,D,716,1824,2540,4364
232,72,3,30cm,small,large,Left,Done,A,875,1825,2700,4525
233,73,3,30cm,large,small,Left,Done,B,989,2025,3014,5039
234,74,3,30cm,small,small,Left,Done,C,769,2025,2794,4819
235,75,3,30cm,large,large,Left,Done,D,868,2023,2891,4914
236,76,3,30cm,small,large,Left,Done,A,832,2023,2855,4878
237,77,3,30cm,large,small,Left,Done,B,1004,2230,3234,5464
238,78,3,30cm,small,small,Left,Done,C,838,1826,2664,4490
239,79,3,30cm,large,large,Left,Done,D,1089,1825,2914,4739
240,80,3,30cm,small,large,Left,Done,A,1078,1824,2902,4726
241,1,4,30cm,small,large,Right,Done,A,1034,1420,2454,3874
242,2,4,30cm,large,small,Right,Done,B,1020,1623,2643,4266
243,3,4,30cm,small,small,Right,Done,C,737,1221,1958,3179
244,4,4,30cm,large,large,Right,Done,D,913,1419,2332,3751
245,5,4,30cm,small,large,Right,Done,A,706,1219,1925,3144
246,6,4,30cm,large,small,Right,Done,B,688,2024,2712,4736
247,7,4,30cm,small,small,Right,Done,C,842,1218,2060,3278
248,8,4,30cm,large,large,Right,Done,D,1210,1424,2634,4058
249,9,4,30cm,small,large,Right,Done,A,861,1213,2074,3287
250,10,4,30cm,large,small,Right,Done,B,727,1827,2554,4381
251,11,4,30cm,large,small,Right,Done,B,866,1622,2488,4110
252,12,4,30cm,small,small,Right,Done,C,765,3838,4603,8441
253,13,4,30cm,large,large,Right,Done,D,1049,2030,3079,5109
254,14,4,30cm,small,large,Right,Done,A,764,1619,2383,4002
255,15,4,30cm,large,small,Right,Done,B,763,1822,2585,4407
256,16,4,30cm,small,small,Right,Done,C,848,2426,3274,5700
257,17,4,30cm,large,small,Right,Done,D,564,2429,2993,5422
258,18,4,30cm,small,large,Right,Done,A,1183,1214,2397,3611
259,19,4,30cm,large,small,Right,Done,B,897,1421,2318,3739
260,20,4,30cm,small,small,Right,Done,C,971,1420,2391,3811
261,21,4,30cm,small,small,Right,Done,C,663,1216,1879,3095
262,22,4,30cm,large,large,Right,Done,D,802,1826,2628,4454
263,23,4,30cm,small,large,Right,Done,A,762,1217,1979,3196
264,24,4,30cm,large,small,Right,Done,B,860,1217,2077,3294
265,25,4,30cm,small,small,Right,Done,C,579,1424,2003,3427
266,26,4,30cm,large,large,Right,Done,D,818,2026,2844,4870
267,27,4,30cm,small,large,Right,Done,A,812,3036,3848,6884
268,28,4,30cm,large,small,Right,Done,B,781,1428,2209,3637
269,29,4,30cm,small,small,Right,Done,C,760,1014,1774,2788
270,30,4,30cm,large,large,Right,Done,D,828,1419,2247,3666
271,31,4,30cm,large,large,Right,Done,D,748,1422,2170,3592
272,32,4,30cm,small,large,Right,Done,A,969,1421,2390,3811
273,33,4,30cm,large,small,Right,Done,B,705,1012,1717,2729
274,34,4,30cm,small,small,Right,Done,C,794,1222,2016,3238
275,35,4,30cm,large,large,Right,Done,D,1017,1622,2639,4261
276,36,4,30cm,small,large,Right,Done,A,1213,2031,3244,5275
277,37,4,30cm,large,small,Right,Done,B,883,2027,2910,4937
278,38,4,30cm,small,small,Right,Done,C,824,10719,11543,22262
279,39,4,30cm,large,large,Right,Done,D,967,1421,2388,3809
280,40,4,30cm,small,large,Right,Done,A,650,2231,2881,5112
281,41,4,30cm,small,large,Left,Done,A,2084,3234,5318,8552
282,42,4,30cm,large,small,Left,Done,B,995,1419,2414,3833
283,43,4,30cm,small,small,Left,Done,C,1039,2225,3264,5489
284,44,4,30cm,large,large,Left,Done,D,799,2024,2823,4847
285,45,4,30cm,small,large,Left,Done,A,778,1827,2605,4432
286,46,4,30cm,large,small,Left,Done,B,865,1419,2284,3703
287,47,4,30cm,small,small,Left,Done,C,768,1623,2391,4014
288,48,4,30cm,large,large,Left,Done,D,924,1420,2344,3764
289,49,4,30cm,small,large,Left,Done,A,1281,1828,3109,4937
290,50,4,30cm,large,small,Left,Done,B,851,1620,2471,4091
291,51,4,30cm,large,small,Left,Done,B,907,1418,2325,3743
292,52,4,30cm,small,small,Left,Done,C,864,5456,6320,11776
293,53,4,30cm,large,large,Left,Done,D,697,3435,4132,7567
294,54,4,30cm,small,large,Left,Done,A,895,2030,2925,4955
295,55,4,30cm,large,small,Left,Done,B,769,2032,2801,4833
296,56,4,30cm,small,small,Left,Done,C,883,1219,2102,3321
297,57,4,30cm,large,small,Left,Done,D,1122,1619,2741,4360
298,58,4,30cm,small,large,Left,Done,A,885,3035,3920,6955
299,59,4,30cm,large,small,Left,Done,B,994,1830,2824,4654
300,60,4,30cm,small,small,Left,Done,C,718,2024,2742,4766
301,61,4,30cm,small,small,Left,Done,C,719,1626,2345,3971
302,62,4,30cm,large,large,Left,Done,D,596,3244,3840,7084
303,63,4,30cm,small,large,Left,Done,A,1253,1822,3075,4897
304,64,4,30cm,large,small,Left,Done,B,1147,1826,2973,4799
305,65,4,30cm,small,small,Left,Done,C,1091,2431,3522,5953
306,66,4,30cm,large,large,Left,Done,D,801,2225,3026,5251
307,67,4,30cm,small,large,Left,Done,A,960,1823,2783,4606
308,68,4,30cm,large,small,Left,Done,B,771,1222,1993,3215
309,69,4,30cm,small,small,Left,Done,C,985,2029,3014,5043
310,70,4,30cm,large,large,Left,Done,D,951,1625,2576,4201
311,71,4,30cm,large,large,Left,Done,D,643,2637,3280,5917
312,72,4,30cm,small,large,Left,Done,A,795,1820,2615,4435
313,73,4,30cm,large,small,Left,Done,B,829,1625,2454,4079
314,74,4,30cm,small,small,Left,Done,C,948,1417,2365,3782
315,75,4,30cm,large,large,Left,Done,D,1206,1824,3030,4854
316,76,4,30cm,small,large,Left,Done,A,756,1422,2178,3600
317,77,4,30cm,large,small,Left,Done,B,703,2630,3333,5963
318,78,4,30cm,small,small,Left,Done,C,843,1417,2260,3677
319,79,4,30cm,large,large,Left,Done,D,1007,1224,2231,3455
320,80,4,30cm,small,large,Left,Done,A,933,1417,2350,3767
321,1,5,30cm,small,large,Right,Done,A,995,1425,2420,3845
322,2,5,30cm,large,small,Right,Done,B,967,2229,3196,5425
323,3,5,30cm,small,small,Right,Done,C,939,1417,2356,3773
324,4,5,30cm,large,large,Right,Done,D,796,1420,2216,3636
325,5,5,30cm,small,large,Right,Done,A,681,1215,1896,3111
326,6,5,30cm,large,small,Right,Done,B,760,1216,1976,3192
